role,seed,step,method,sample_index,stratum,kmeans_iterations,within_sse
evaluation,96e104bd3c72a85f,600,hash_placebo_02,69,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,70,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,71,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,72,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,73,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,74,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,75,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,76,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,77,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,78,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,79,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,80,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,81,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,82,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,83,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,84,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,85,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,86,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,87,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,88,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,89,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,90,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,91,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,92,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,93,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,94,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_02,95,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,0,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,1,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,2,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,3,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,4,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,5,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,6,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,7,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,8,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,9,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,10,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,11,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,12,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,13,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,14,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,15,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,16,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,17,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,18,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,19,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,20,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,21,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,22,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,23,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,24,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,25,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,26,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,27,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,28,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,29,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,30,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,31,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,32,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,33,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,34,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,35,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,36,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,37,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,38,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,39,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,40,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,41,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,42,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,43,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,44,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,45,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,46,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,47,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,48,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,49,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,50,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,51,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,52,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,53,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,54,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,55,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,56,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,57,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,58,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,59,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,60,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,61,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,62,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,63,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,64,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,65,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,66,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,67,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,68,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,69,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,70,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,71,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,72,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,73,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,74,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,75,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,76,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,77,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,78,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,79,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,80,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,81,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,82,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,83,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,84,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,85,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,86,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,87,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,88,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,89,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,90,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,91,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,92,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,93,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,94,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_03,95,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,0,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,1,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,2,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,3,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,4,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,5,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,6,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,7,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,8,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,9,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,10,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,11,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,12,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,13,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,14,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,15,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,16,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,17,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,18,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,19,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,20,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,21,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,22,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,23,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,24,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,25,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,26,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,27,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,28,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,29,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,30,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,31,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,32,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,33,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,34,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,35,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,36,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,37,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,38,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,39,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,40,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,41,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,42,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,43,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,44,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,45,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,46,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,47,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,48,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,49,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,50,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,51,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,52,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,53,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,54,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,55,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,56,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,57,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,58,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,59,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,60,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,61,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,62,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,63,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,64,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,65,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,66,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,67,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,68,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,69,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,70,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,71,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,72,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,73,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,74,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,75,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,76,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,77,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,78,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,79,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,80,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,81,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,82,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,83,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,84,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,85,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,86,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,87,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,88,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,89,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,90,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,91,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,92,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,93,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,94,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_04,95,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,0,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,1,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,2,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,3,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,4,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,5,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,6,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,7,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,8,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,9,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,10,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,11,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,12,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,13,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,14,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,15,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,16,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,17,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,18,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,19,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,20,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,21,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,22,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,23,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,24,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,25,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,26,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,27,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,28,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,29,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,30,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,31,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,32,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,33,2,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,34,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,35,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,36,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,37,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,38,7,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,39,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,40,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,41,8,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,42,3,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,43,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,44,0,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,45,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,46,1,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,47,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,48,5,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,49,10,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,50,4,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,51,9,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,52,6,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,53,11,0,0.000000000000e0
evaluation,96e104bd3c72a85f,600,hash_placebo_05,54,7,0,0.000000000000e0
